	question	choices	answer	subject	llm
214	Ngowuphi umlinganiselo owaziswa ngumgwebo weKadi ngokubhekiselele ekudityanisweni kwezigqibo zeBhunga lezoKhuseleko leUN?	['Isigwebo seKadi safuna ukuba izigqibo ze-UNSC ziqondwe ngokuhambelana namalungelo oluntu', 'Isigwebo seKadi safuna ukuba zonke izigqibo ze-UNSC zibandakanywe ngaphandle kolunye uwiso-mthetho olusebenzayo', 'Isigwebo seKadi sasifuna ukuba izigqibo ezibalulekileyo ze-UNSC zitshintshwe kwaye zingabandakanywa nje', 'Isigwebo seKadi sabanga ukuba izigqibo ze-UNSC azibopheleli ukuba zinyhasha amalungelo oluntu']	A	international_law	A) Isigwebo seKadi safuna ukuba izigqibo ze-UNSC ziqondwe ngokuhambelana namalungelo oluntu
215	I-Magna Carta yaba	['Isivumelwano ngo-1689 esaqinisekisa inkululeko yokuthetha ePalamente', 'Isivumelwano ngo-1215 phakathi koKumkani kunye nabaphathi bakhe, esaqinisekisa ukhuseleko oluthile lwabalawulwa', 'Uxwebhu lomgaqo-siseko ngenkulungwane ye-19 oluqinisekisa ngelungelo lokuvota', 'Uxwebhu olumisela uMqulu wamaLungelo opheleleyo waseNgilani']	B	international_law	B) Isivumelwano ngo-1215 phakathi koKumkani kunye nabaphathi bakhe, esaqinisekisa ukhuseleko oluthile lwabalawulwa
216	Ingaba abantu (ngokwasenyameni) baxhamla ubuntu obusemthethweni bamazwe ngamazwe ngendlela efanayo naMazwe kunye nemibutho yamazwe ngamazwe?	['Abantu ngabanye banandipha ubuntu obusemthethweni bamazwe ngamazwe, kodwa oku kulinganiselwe', 'Abantu ngabanye banandipha ubuntu obusemthethweni bamazwe ngamazwe', 'Abantu abaxhamli nabuphi na ubuntu obusemthethweni bamazwe ngamazwe', 'Abantu ngabanye banokuzisa amabango kuphela kwiinkundla zamazwe ngamazw']	A	international_law	C) Abantu abaxhamli nabuphi na ubuntu obusemthethweni bamazwe ngamazwe
217	Ingaba kukho nasiphi na isigqeba okanye indawo ephambili phakathi kweendlela ezahlukeneyo zokucombulula iingxabano ngoxolo?	['Ewe, zonke iindlela zopolitiko (umzekelo, uthethathethwano, ulamlo, ukubuza, uxolelwaniso) kufuneka zigqitywe ngaphambi kokubhenela kwiindlela zomthetho.', 'Iindlela zomthetho zongamela iindlela zezopolitiko, kuba zibophelela kumaqela', 'Akukho lawulo phakathi kwezi ndlela kwaye ukhetho lolwaMazwe aphikisanayo', 'Ngumcimbi womntu wesithathu ongakhethi buso ukwenza isigqibo sokuba yeyiphi na indlela eya kuba ngundoqo kunenye']	C	international_law	C) Akukho lawulo phakathi kwezi ndlela kwaye ukhetho lolwaMazwe aphikisanayo
218	Kwezi nkcazelo zilandelayo yeyiphi ebubuxoki?	['Ngeminyaka yee-1990 kwabonakala ukuba iNkundla YaseYurophu Yamalungelo Abantu yayifanele ihlaziywe ngenxa yokuba yayingahlolisisi amatyala ngokwaneleyo.', 'Ngeminyaka yee-1990 kwabonakala ukuba iNkundla YaseYurophu Yamalungelo Abantu kwafuneka ihlaziywe ngenxa yokuba umsebenzi wawusanda.', 'Ngeminyaka yee-1990 kwabonakala ukuba iNkundla YaseYurophu Yamalungelo Abantu yayifanele ihlaziywe kuba yayiyinkundla yexeshana eyayingakwazi ukusingatha inani elandayo lezikhalazo.', 'Ngeminyaka yee-1990 kwabonakala ukuba iNkundla YaseYurophu Yamalungelo Abantu kwafuneka ihlaziywe ngenxa yokwanda kwenani labantu ababenokungena eNkundleni emva kokwanda kwamazwe angamalungu.']	D	international_law	D) Ngeminyaka yee-1990 kwabonakala ukuba iNkundla YaseYurophu Yamalungelo Abantu kwafuneka ihlaziywe ngenxa yokwanda kwenani labantu ababenokungena eNkundleni emva kokwanda kwamazwe angamalungu.
219	Iyintoni intsingiselo yokulinganisa ngokumalunga nokhetho olukhoyo kuRhulumente wexhoba?	['UMbuso wexhoba unokusebenzisa kwaezo ndlela kunye nobunzulu bamandla njengalowo uhlaseleyo', 'URhulumente wexhoba unokusebenzisa nayiphi na indlela ukoyisa kunye nokumenza angakwazi ukwenza lowo uhlaseleyo', 'URhulumente wexhoba unokusebenzisa kuphela ezo ndlela kunye namandla njengoko kuyimfuneko ukoyisa umhlaseli', 'URhulumente wexhoba awunakwenza nto ngaphandle kwemvume yeBhunga lezoKhuseleko']	C	international_law	C) URhulumente wexhoba unokusebenzisa kuphela ezo ndlela kunye namandla njengoko kuyimfuneko ukoyisa umhlaseli
220	Uthini umda wejografi oqhelekileyo wolawulo?	['Ulawulo lwendawo luqhelekile lungaphaya kommandla', 'Ulawulo ngokuqhelekileyo lukwiilwandle eziphakamileyo', 'Ulawulo ludla ngokuba ngummandla', 'Ulawulo lumiselwa yindawo yomoni.']	C	international_law	A) Ulawulo lwendawo luqhelekile lungaphaya kommandla
221	Yeyiphi imithombo esemthethweni yomthetho wamazwe ngamazwe?	['Isiko, izivumelwano kunye nezigqibo zenkundla', 'Isiko, imigaqo jikelele yomthetho kunye nethiyori', 'Izivumelwano, isithethe kunye nemigaqo jikelele yomthetho', 'Izivumelwano, isiko kunye neziGqibo zeNdibano yeZizwe eziManyeneyo']	C	international_law	A) Isiko, izivumelwano kunye nezigqibo zenkundla
222	Yintoni injongo yeziseko phantsi komthetho wolwandle?	['Ukumiselwa kweziseko ezisisiseko kusetyenziswa umlinganiselo wamanzi angaphakathi eLizwe lonxweme', 'Ukumiselwa kwesiseko sisixhobo sokusekwa kwayo yonke imimandla yaselwandle, njengoko isenza indawo yokuqala yokulinganisa ububanzi bommandla ngamnye.', 'Ukumiselwa kweziseko ezisisiseko kuyisixhobo sokuhamba ngokukhuselekileyo kweenqanawa kwiilwandle eziphakamileyo', 'Iziseko zizotywa kuphela kumatyala okucandwa kwemida yaselwandle phakathi kweLizwe elichasayo phambi kwenkundla yamazwe ngamazwe okanye inkundla yamatyala.']	B	international_law	B) Ukumiselwa kwesiseko sisixhobo sokusekwa kwayo yonke imimandla yaselwandle, njengoko isenza indawo yokuqala yokulinganisa ububanzi bommandla ngamnye.
223	Yintoni umahluko phakathi koxolelwaniso noxolelwaniso?	['Uxolelwaniso kukuqhubekeka kolamlo kunye nomahluko wokuba uxolelwaniso luvelisa isiphumo esibophelelayo, ngelixa uxolelwaniso lungelulo.', 'Uxolelwaniso lwenziwa kuphela ngabameli bakaNobhala-Jikelele weZizwe eziManyeneyo, ngelixa ulamlo lunokuqhutywa ngamagosa aMazwe esithathu.', 'Ulamlo ludla ngokuqhutywa ngumntu oqeshwe ngemvume yamaqela, ngelixa uxolelwaniso lubandakanya ikhomishini, ethi iqhubele phambili kuvavanyo olungakhethi cala lwempikiswano kwaye iphakamise imiqathango yolungiso.', 'Uxolelwaniso yindlela yokusonjululwa kwembambano elandelwa kuphela ngokwesivumelwano, ngeli lixa ulamlo lunokuba yimfuneko.']	C	international_law	A) Uxolelwaniso kukuqhubekeka kolamlo kunye nomahluko wokuba uxolelwaniso luvelisa isiphumo esibophelelayo, ngelixa uxolelwaniso lungelulo.
224	Kwi-Osman v UK (1998), iNkundla yaseYurophu yabeka uvavanyo, olunokuthi lusetyenziswe ukusebenzisa isibophelelo esivumayo ngokubanzi kurhulumente. Yeyiphi kwezi nkcazelo zilandelayo engeyonxalenye yovavanyo luka-Osman?	['Umngcipheko kufuneka uphume kwi-arhente karhulumente', 'Ukuba umngcipheko wokwenyani kwaye usondele (wokufa / ukwenzakala)', 'Urhulumente kufuneka athathe amanyathelo afanelekileyo okuthintela ukufa / ukwenzakala', 'Urhulumente uyazi okanye bekufanele ukuba uyazi']	A	international_law	B) Ukuba umngcipheko wokwenyani kwaye usondele (wokufa / ukwenzakala)
225	Ngubani onelungelo lokucela uluvo lwengcebiso kwi-ICJ?	"['Kuphela ngamacandelo aphambili e-UN anokuthi acele uluvo lwengcebiso (iBhunga lezoKhuseleko, iNdibano Jikelele, i-ECOSOC, iBhunga leTrasti, i-Secretariat)', 'Yonke imibutho yamazwe ngamazwe inokucela uluvo lwengcebiso', ""INdibano yeZizwe eziManyeneyo kunye neBhunga lezoKhuseleko zinokucela iimbono eziyingcebiso kuwo nawuphi na umbuzo wezomthetho, kunye 'namanye amaziko eZizwe eziManyeneyo kunye nee-arhente ezikhethekileyo, ezinokuthi nangaliphi na ixesha zigunyaziswe yiNdibano yeZizwe eziManyeneyo, zinokucela iimbono eziyingcebiso kuMbutho weZizwe eziManyeneyo. Inkundla ngemibuzo esemthethweni evela ngaphakathi kobume bemisebenzi yabo'"", 'Amalungu aphambili e-UN angacela uluvo lwengcebiso kunye noRhulumente ogunyaziswe yiNdibano yeZizwe eziManyeneyo.']"	C	international_law	C) INdibano yeZizwe eziManyeneyo kunye neBhunga lezoKhuseleko zinokucela iimbono eziyingcebiso kuwo nawuphi na umbuzo wezomthetho, kunye 'namanye amaziko eZizwe eziManyeneyo kunye nee-arhente ezikhethekileyo, ezinokuthi nangaliphi na ixesha zigunyaziswe yiNdibano yeZizwe eziManyeneyo, zinokucela iimbono eziyingcebiso kuMbutho weZizwe eziManyeneyo. Inkundla ngemibuzo esemthethweni evela ngaphakathi kobume bemisebenzi yabo'
226	Yintoni injongo yolawulo lwehlabathi?	['Injongo yayo kukuseka amatyala athile njengehlabathi jikelele', 'Injongo yayo kukuthintela ukwenziwa kolwaphulo-mthetho oluthile lwamazwe ngamazwe', 'Injongo yayo kukubonelela ngolawulo kuwo onke amaZwe ngokubhekiselele kulwaphulo-mthetho oluthile', 'Injongo yayo kukubonelela ngolawulo kuwo onke amaZwe ngokubhekiselele kulo lonke ulwaphulo-mthetho lwamazwe ngamazwe']	C	international_law	D) Injongo yayo kukubonelela ngolawulo kuwo onke amaZwe ngokubhekiselele kulo lonke ulwaphulo-mthetho lwamazwe ngamazwe
227	Ingaba zonke ii-acts zamasebe kaRhulumente zibalelwa nguRhulumente phantsi komthetho uxanduva lwezizwe ngezizwe?	['Ukuziphatha kwalo naliphi na iziko likaRhulumente kuya kuthathwa njengesenzo sobuRhulumente, nokuba le ndlela yokuziphatha ibingagunyaziswanga okanye i-ultra vires.', 'Kuphela kukuziphatha kwamanqanaba aphezulu karhulumente welizwe kuya kubalelwa kuyo', 'Ukuziphatha kwawo nawaphi na amaziko kaRhulumente kuya kuthathwa njengesenzo salo Mbuso, ngaphandle kokuba sisenzo se-intra vires', 'Kuphela kukuziphatha kwesebe lesigqeba sombuso kuya kuthathwa njengesenzo salo Mbuso.']	A	international_law	A) Ukuziphatha kwalo naliphi na iziko likaRhulumente kuya kuthathwa njengesenzo sobuRhulumente, nokuba le ndlela yokuziphatha ibingagunyaziswanga okanye i-ultra vires.
228	Sithini 'isivumelwano' ngokweNgqungquthela yaseVienna yoMthetho weZivumelwano (VCLT)?	['IziVumelwano zizo zonke izivumelwano ekugqitywe ngazo phakathi kwaMazwe, imibutho yamazwe ngamazwe kunye namaqumrhu angengawo akaRhulumente (umzekelo, amaqumrhu)', 'Izivumelwano zizivumelwano ekugqitywe ngazo phakathi kwaMazwe ngendlela ebhaliweyo nezilawulwa ngumthetho wamazwe ngamazwe', 'Izivumelwano zombini izivumelwano ezibhaliweyo kunye ngomlomo phakathi States', 'Izivumelwano zizivumelwano ekugqitywe ngazo phakathi kwaMazwe ngendlela ebhaliweyo nezilawulwa ngumthetho wamazwe ngamazwe okanye wasekhaya']	B	international_law	B) Izivumelwano zizivumelwano ekugqitywe ngazo phakathi kwaMazwe ngendlela ebhaliweyo nezilawulwa ngumthetho wamazwe ngamazwe
229	Zathini iziphumo kwiNkundla YaseYurophu Yamalungelo Abantu kwityala likaAl-Adsani?	['INkundla yathi ilungelo lokuchotshelwa kwetyala ngobulungisa liyoyisa ilungelo lokungakhuseleki', 'INkundla yathi ukungakhuseleki kufana nqwa nelungelo lokuchotshelwa kwetyala ngobulungisa', 'INkundla yathi izithintelo azingqubani nelungelo lokuchotshelwa kwetyala ngobulungisa', 'INkundla yathi ukuqwalaselwa kwamalungelo abantu kuyodlula yonke eminye imithetho echaseneyo nomthetho wamazwe ngamazwe, kuquka inkoliso yokhuseleko']	C	international_law	A) INkundla yathi ilungelo lokuchotshelwa kwetyala ngobulungisa liyoyisa ilungelo lokungakhuseleki
230	Yeyiphi enye indlela eyamiselwa yiKhomishini kaBadinter kwiiriphabliki ezazisakuba yiYugoslavia?	['IKomishoni yafuna ukuzibophelela ekungeniseni iingxabano kwi-ICJ', 'IKomishoni yayifuna utshintsho kwimida', 'IKomishoni yayifuna ukuzibophelela kumalungelo oluntu kunye nedemokhrasi', 'IKomishoni yafuna ukutshintshiselwana kwabantu beentlanga']	C	international_law	C) IKomishoni yayifuna ukuzibophelela kumalungelo oluntu kunye nedemokhrasi
231	Indlela izivumelwano ezitolikwa ngayo?	['Izivumelwano kufuneka zitolikwe ngokholo olulungileyo ngokungqinelana nentsingiselo eqhelekileyo emayinikwe imiqathango yomnqophiso ngokomxholo wabo kunye nokukhanya kwenjongo nenjongo yayo.', 'Izivumelwano kufuneka zitolikwe kuphela ngokwentsingiselo eqhelekileyo yemigaqo yazo', 'Izivumelwano kufuneka zitolikwe ngokuhambelana nenjongo yamaqela, njengoko kubonakaliswe kwimisebenzi yamalungiselelo omnqophiso.', 'Izivumelwano kufuneka zitolikwe kuphela ngokwenjongo nenjongo yazo']	A	international_law	A) Izivumelwano kufuneka zitolikwe ngokholo olulungileyo ngokungqinelana nentsingiselo eqhelekileyo emayinikwe imiqathango yomnqophiso ngokomxholo wabo kunye nokukhanya kwenjongo nenjongo yayo.
232	Xa iLizwe laselunxwemeni linyanzelisa igunya labo lolwaphulo-mthetho kwiinqanawa zangaphandle kumazibuko azo?	['I-Port States ngokubanzi ayinyanzelisi igunya lazo lolwaphulo-mthetho kulwaphulo-mthetho olungaphuli mthetho wezithethe okanye ukuphazamisa uxolo kunye nocwangco loluntu.', 'I-Port States inyanzelisa ulawulo lwazo kuzo zonke iimeko zeenqanawa ezinobugqwetha', 'I-Port States inyanzelisa igunya lawo kuphela ngokubhekiselele kulwaphulo-mthetho olubi kakhulu, olufana nokurhweba ngeziyobisi', 'I-Port States ayinalungelo lokunyanzelisa igunya labo kuyo nayiphi na inqanawa yangaphandle']	A	international_law	A) I-Port States ngokubanzi ayinyanzelisi igunya lazo lolwaphulo-mthetho kulwaphulo-mthetho olungaphuli mthetho wezithethe okanye ukuphazamisa uxolo kunye nocwangco loluntu.
233	Lithini ixabiso leZigqibo zeNdibano Jikelele yeZizwe eziManyeneyo malunga 'nomthombo' womthetho wamazwe ngamazwe?	['Izisombululo zeGA zithathwa njengemithombo eyongezelelweyo yomthetho wamazwe ngamazwe kwaye ngaloo ndlela zibophelela kuMazwe', 'Izisombululo zeGA zilingana nezivumelwano', 'Izindululo zeGA zibonakalisa rhoqo umthetho wesintu', 'IziGqibo zeGA zithathwa njengomthombo wezinto eziphathekayo, ngengqiqo yokuba zinokuvakalisa iinkcazo zomthetho wesintu.']	D	international_law	D) IziGqibo zeGA zithathwa njengomthombo wezinto eziphathekayo, ngengqiqo yokuba zinokuvakalisa iinkcazo zomthetho wesintu.
234	Ngaba izivumelwano zibophelela amazwe esithathu, oko kukuthi amaqela angengawo akaRhulumente?	['Izivumelwano zinokudala kuphela amalungelo kuMazwe esithathu', 'Izivumelwano zidala zombini izibophelelo kunye namalungelo kuMazwe esithathu', 'Izivumelwano azenzi zibophelelo okanye amalungelo kuMazwe esithathu ngaphandle kwemvume yawo', 'Izivumelwano azidali naziphi na izibophelelo okanye amalungelo kuMazwe esithathu, naxa imvume iyeyokugqibela.']	C	international_law	B) Izivumelwano zidala zombini izibophelelo kunye namalungelo kuMazwe esithathu
235	Kula manqaku alandelayo, leliphi elingengawo amalungelo afanelekileyo?	['Inqaku 3', 'Inqaku 8', 'Inqaku 9', 'Inqaku 11']	A	international_law	B) Inqaku 8
236	Buyintoni ubudlelwane phakathi kwemithombo esesikweni yomthetho wamazwe ngamazwe?	['Akukho myalelo phakathi kwengxoxo yemthethweni yamazwe ngamazwe', 'Izivumelwano zithatha indawo yesiko', 'Isiko lithatha indawo yezivumelwano', 'Imigaqo gabalala yomthetho ithatha indawo yesiko kunye nezivumelwano']	A	international_law	D) Imigaqo gabalala yomthetho ithatha indawo yesiko kunye nezivumelwano
237	Yayiyintoni inzuzo ethile yeSigqibo se-UNSC 678 malunga nesenzo sokuzikhusela esihlangeneyo phantsi kweSiqendu 51 seUN Charter ngexesha leMfazwe yeGulf?	['Isigqibo se678 savumela amahlakani ukuba ahlasele i-Iraq ngezixhobo zenyukliya nezekhemikhali', 'IsiGqibo 678 sincinci kunelungelo lendalo lokuzikhusela phantsi kweSiqendu sama51 seUN Charter.', 'Isigqibo 678 sakhawuleza ukwamkeleka kunye nothethathethwano ', 'Isigqibo 678 sibanzi kuba sigunyazise ukusetyenziswa kwamandla ngokubhekiselele kuwo nawuphi na umcimbi osongela uxolo nokhuseleko lwengingqi yeGulf.']	D	international_law	B) IsiGqibo 678 sincinci kunelungelo lendalo lokuzikhusela phantsi kweSiqendu sama51 seUN Charter.
238	Umthetho wesintu unokunxulumana njani namagatya ezivumelwano?	"['Izivumelwano zinokumisela umthetho wesintu kuphela', 'Umthetho wesintu ngumthombo owahlukileyo wezizwe ngezizwe kwaye awunakubandakanywa kwizivumelwano', ""Abanyangi banokuthi 1) balungelelanise umthetho wesintu, 2) 'ubucwebe' umthetho wesintu, 3) okhokelela ekuveleni komthetho wesintu"", 'Umthetho wesintu ungavela kuphela kwizivumelwano ezimbalwa zamazwe']"	C	international_law	C) Abanyangi banokuthi 1) balungelelanise umthetho wesintu, 2) 'ubucwebe' umthetho wesintu, 3) okhokelela ekuveleni komthetho wesintu
239	Kuthetha ukuthini ukuba uRhulumente ube ngumlawuli?	['Ulongamo luthetha ukuvunywa ngawo onke amanye amaZwe', 'Ulongamo luthetha ukukwazi ukungena kwizivumelwano kunye nokungenelela iUN', 'Ulongamo luthetha inkululeko yokuzenzela isigqibo ngemicimbi kabani ngaphandle kokuphazamiswa', 'Ulongamo luthetha ukubanelungelo lokuzikhusela']	C	international_law	C) Ulongamo luthetha inkululeko yokuzenzela isigqibo ngemicimbi kabani ngaphandle kokuphazamiswa
240	Iyintoni intsingiselo yokuqatshelwa kokusebenza?	['Ukuqaphela ngumsebenzi ngokuchaseneyo namandla', 'Ukwamkelwa kuyahambelana phakathi kwaMazwe amabini', 'Ulwamkelo lunikezelwa kuphela kwizenzo zolawulo ezithile hayi kubume obubhengeziweyo bequmrhu', 'Ulwamkelo lunikwa urhulumente kuphela, hayi umbutho']	C	international_law	A) Ukuqaphela ngumsebenzi ngokuchaseneyo namandla
241	"Iyintoni intsingiselo yemfundiso ""yesenzo sikarhulumente""?"	['Isenzo semfundiso kaRhulumente sichaza ukuba zonke izenzo zikaRhulumente zitsala ukungakhuseleki', 'Isenzo semfundiso kaRhulumente sichaza ukuba uhlolo malunga nobukho besityholo solwaphulomthetho olwenziwe nguRhulumente lololawulo olulawulayo hayi iinkundla.', 'Isenzo semfundiso karhulumente sichaza ukuba iinkundla zibekwe kakuhle ukuvavanya ubukho besityholo solwaphul-mthetho olwenziwe ngurhulumente', 'Isenzo semfundiso karhulumente yindlela esemthethweni evumela iinkundla ukuba zibonelele ngokhuseleko kwizenzo zoluntu zamazwe angaphandle ']	B	international_law	B) Isenzo semfundiso kaRhulumente sichaza ukuba uhlolo malunga nobukho besityholo solwaphulomthetho olwenziwe nguRhulumente lololawulo olulawulayo hayi iinkundla.
242	Isakhiwo soluntu lwamazwe ngamazwe singabonakaliswa njani?	['Ubume boluntu lwamazwe ngamazwe lulandela imodeli ethe nkqo yemiyalelo yezomthetho yasekhaya', 'Uluntu lwezizwe ngezizwe luqulathe ingqokelela yaMazwe azimeleyo kunye neminye imibutho yamazwe ngamazwe, ethe saa ngokwendlela ethe tyaba yegunya.', 'Uluntu lwezizwe ngezizwe lunesiphithiphithi kangangokuba akukho myalelo wegunya, nokuba ume nkqo okanye uthe tye', 'Isakhiwo sezizwe ngezizwe sifana nesakhiwo sezona zizwe zinamandla ehlabathini']	B	international_law	B) Uluntu lwezizwe ngezizwe luqulathe ingqokelela yaMazwe azimeleyo kunye neminye imibutho yamazwe ngamazwe, ethe saa ngokwendlela ethe tyaba yegunya.
243	Ngaba kukho imida ekudityanisweni kolwaphulomthetho lwesintu phantsi komthetho wamaNgesi?	['Akukho mida ekubandakanyweni kolwaphulomthetho lwesintu', 'Ulwaphulomthetho lwesintu kufuneka luqulathwe kwisivumelwano samazwe amaninzi ukuze sibandakanywe ngokuzenzekelayo', 'Iinkundla zinokubandakanya ngokukhululekileyo ulwaphulo mthetho lwesiNtu kwisigaba sasekhaya', 'Imeko ayikacaci kodwa umthetho wepalamente uyakufuneka']	D	international_law	C) Iinkundla zinokubandakanya ngokukhululekileyo ulwaphulo mthetho lwesiNtu kwisigaba sasekhaya
244	Yintoni umsebenzi wezowuni edibeneyo?	['Ummandla odityanisiweyo usebenza njengommandla wokhuseleko weLizwe lonxweme', 'Ummandla odityanisiweyo ngummandla, apho uMbuso wonxweme unokuhlola kwaye uxhaphaze ubutyebi bezimbiwa', 'Izowuni edityanisiweyo ngummandla apho urhulumente wonxweme avumelekileyo ukuba athintele kwaye ohlwaye ukwaphulwa kwamasiko, imali, ukufudukela kwelinye ilizwe okanye iziphene zococeko', 'Izowuni edityanisiweyo yizowuni apho urhulumente wonxweme ukhusela izinto zakhe zakudala nezembali']	C	international_law	B) Ummandla odityanisiweyo ngummandla, apho uMbuso wonxweme unokuhlola kwaye uxhaphaze ubutyebi bezimbiwa
245	Yiyiphi imizekelo engezantsi engazange iphuhliswe yiNkundla YaseYurophu Yamalungelo Abantu njengemeko apho urhulumente unembopheleleko efanelekileyo yokukhusela?	['Xa umenzisicelo eselugcinweni lukarhulumente', 'Apho urhulumente kufuneka aphande ngamabango achasene nawo', 'Ukuphuhliswa kwenkqubo-sikhokelo yomthetho ukukhusela abo bakurhulumente ', 'Ukobonelela ngezindlu kubo bonke abo bangenamakhaya kurhulumente ']	D	international_law	A) Xa umenzisicelo eselugcinweni lukarhulumente
246	Liliphi ityala elaqala ukuchaza intsingiselo yemfundiso ‘yomda woxabiso’ njengoko yasetyenziswa yiNkundla YaseYurophu Yamalungelo Abantu?	['Goodwin v UK (2002)', 'Airey v Ireland (1979)', 'UOsman v UK (1998)', 'UHandyside v UK (1976)']	D	international_law	A) Goodwin v UK (2002)
247	Amiselwa njani amalungu enkundla yamatyala?	['Onke amalungu eabhitral thribhunali atyunjwa ngamaqela', 'Onke amalungu eabhitral thribhunali atyunjwa ngamaqela', 'Onke amalungu eabhitral thribhunali atyunjwa liqela lesithathu elingakhethi cala, elingumongameli we-ICJ', 'Onke amalungu eabhitral thribhunali atyunjwa ngamaqela avela kuluhlu oluthintelelweyo lwabalamli']	A	international_law	C) Onke amalungu eabhitral thribhunali atyunjwa liqela lesithathu elingakhethi cala, elingumongameli we-ICJ
248	Yintoni inkcazo-bungcali yokuqaphela?	['Ukwamkelwa kukumisela ubume belizwe', 'Ukwamkelwa kufuna imvume yomgaqosiseko zizizwe zesithathu', 'Ukwamkelwa kufuna ukuba umgaqo-siseko welizwe elamkelekileyo uquke iziqinisekiso ezaneleyo zamalungelo oluntu', 'Amazwe anqwenela ukwamkelwa makabenomgaqo-siseko osebenzayo']	A	international_law	C) Ukwamkelwa kufuna ukuba umgaqo-siseko welizwe elamkelekileyo uquke iziqinisekiso ezaneleyo zamalungelo oluntu
249	Indlela yokunyanzeliswa koMnqophiso waMazwe ngaMazwe ngamaLungelo oLuntu nawePolitiko (kunye neProtokoli) ibandakanya	['Inkqubo yokunika ingxelo kuphela', 'Isigwebo senkundla yamazwe ngamazwe', 'Ilungelo lesikhalazo somntu ngamnye kuphela', 'Indlela yokunika ingxelo kunye nelungelo lesikhalazo somntu ngamnye']	D	international_law	D) Indlela yokunika ingxelo kunye nelungelo lesikhalazo somntu ngamnye
