Unnamed: 0,question,choices,answer,subject,llm,accuracy
210,Dԑn ne farebae kԑseԑ a ԑwɔ bɔne-fafiri mu sԑ wohwԑ amanaman kuo a w’atwa no tiawa sԑ IOs no?,"['Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ UN krataa no', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ asoeɛ nnyetomu no ne nkeatoɔ a ɛw[ afa bebree a ɛde bɔne fafiri pɔtee bi ma', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ ammaneɛ mmara', 'Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ Vienna Nhyiamu wɔ nkutahodie dwumadie bɔne fafiri']",B,international_law,B) Farebae a ԑyԑ fapem ma bɔne fa-firi ma IOs no yԑ asoeɛ nnyetomu no ne nkeatoɔ a ɛw[ afa bebree a ɛde bɔne fafiri pɔtee bi ma,1
211,Mpanyinyԑ anaa ahiadeԑ bi wɔ hɔ a ԑfa aman a ԑwɔ amanaman mmara ase?,"['Aane, aman a ԑka wɔn a wɔtee Wiase Nkabom kuo no wɔ tumi kԑseԑ', ""Aane, ɛnum a ɔwɔ hɔ afebɔɔ a wɔka UN ahobanboɔ kuo no ho (UK, USA, France, Russia, China) wɔ tumi kɛseɛ kyɛn wɔn a w'aka no"", ""Daabi, aman no nyinii sɛ wɔyɛ aman a wɔde wɔnho a wɔyɛ pɛ (gyidie fapem a ɛwɔ aman wɔde wɔnho tipɛnyɛ, a w'atwerɛ wɔ ɔfa 2, kaspɛn 1 UN krataa)"", 'Sɛ mpaninyɛ bi a ɛwɔ aman no ntam bɛwɔ hɔ no yɛ asɛm bi a ɛwɔ sɛ amanaman kuo bi si ho gyinaɛ']",C,international_law,"C) Daabi, aman no nyinii sɛ wɔyɛ aman a wɔde wɔnho a wɔyɛ pɛ (gyidie fapem a ɛwɔ aman wɔde wɔnho tipɛnyɛ, a w'atwerɛ wɔ ɔfa 2, kaspɛn 1 UN krataa)",1
212,Dԑn ne adwenkyerԑ a w’ada no adi a ԑfa sԑneԑ yԑhu biribi ho?,"['Nnyetomu ho hia ansa ɔman bi atumi ayԑ ɔman', 'Nnyetomu yɛ adeɛ a wɔka no kwa wɔ ɔmanyɛ ho na ɛnnyɛ ɔde kyerɛ', ""Nnyetomu yɛ asɛmka a ɛse w'ani ku biribi ho"", 'Nnyetomu hia sɛ ɔman foforɔ no de to dwa']",B,international_law,B) Nnyetomu yɛ adeɛ a wɔka no kwa wɔ ɔmanyɛ ho na ɛnnyɛ ɔde kyerɛ,1
213,Dԑn adwuma na “gyinapԑn-nhyehyԑeԑ” di wɔ nnipa faahodie nketahodie mu?,"['Gyinapԑn-nhyehyԑeԑ kyerԑ sԑ wode mmara gyinapɛn a ԑkyekyerԑ ԑԑto dwa', 'Gyinapԑn-nhyehyԑeԑ kyerԑ sԑ woosusu mmara gyinapɛn a ԑkyekyerԑ ho', 'Gyinapԑn-nhyehyԑeԑ kyerԑ sԑ wode mmara gyinapɛn a ԑnkyekyerԑ ԑԑto dwa', 'Gyinapԑn-nhyehyԑeԑ kyerԑ sԑ wooyɛ gyinapɛn nhyehyɛeɛ bi a ɛkyerɛ sɛneɛ wɔde nipa faahodie nkyeatoɔ di dwuma']",C,international_law,D) Gyinapԑn-nhyehyԑeԑ kyerԑ sԑ wooyɛ gyinapɛn nhyehyɛeɛ bi a ɛkyerɛ sɛneɛ wɔde nipa faahodie nkyeatoɔ di dwuma,0
214,Ԑkwan foforo bԑn na Kadi atemuo no de baaԑ sԑ wohwԑ kwan a ɔde hyԑԑ UN ahobammɔ kuo nsusuhoo no mu a?,"['Kadi atemmuo no bisaa sԑ wɔbԑhwԑ nipa faahodie so na w’ahyehyԑ UNSC trimupɔ no', 'Kadi atemmuo no bisaa sԑ wɔde UNSC trimupɔ no nyinaa bɛka ho berɛ a wɔnfa mmara nhyehyɛeɛ biara nka ho', ""Kadi atemmuo no bisaa sԑ wɔbɛ sesa UNSC trimupɔ a ɛsombo no na w'anfa anka ho kɛkɛ"", 'Kadi atemmuo no kaa sԑ ɔhyɛ biara nni UNSC trimupɔ no ho sɛ ɛtia nnipa faahodie so a']",A,international_law,D) Kadi atemmuo no kaa sԑ ɔhyɛ biara nni UNSC trimupɔ no ho sɛ ɛtia nnipa faahodie so a,0
215,Na Magna Carta yԑ,"['Nnyetomu wɔ 1689 a ԑhwԑԑ sԑ faahodie a ԑfa kasa ho bԑkɔ so wɔ Mmarahyԑbadwafie', 'Nnyetomu wɔ 1215 wɔ ɔhene ne na badwafoɔ ntam, a ɛmaa no sii pi sɛ nkurɔfoɔ bi benya ahobammɔ', 'ɔmanmmara krataa wɔ afeha dunkron no mu a ɛmaa no sii pi sɛ wobɛtumi ato aba', 'Krataa a ɛhyehyɛɛ mmara a ɛfa faahodie ho wɔ Engrisi man mu']",B,international_law,"B) Nnyetomu wɔ 1215 wɔ ɔhene ne na badwafoɔ ntam, a ɛmaa no sii pi sɛ nkurɔfoɔ bi benya ahobammɔ",1
216,So ankorankora nya dԑ bi fri amanaman mmara su ho wɔ kwan koro no a aman ne amanaman nkuo no nya no?,"['Ankorankora nya amanaman mmara su, nanso ԑyԑ kakraa bi', 'Ankorɛankorɛ nya amanaman mmara su a hyeɛ biara nni ho', 'Ankorɛankorɛ nnya amanaman mmara su biara', 'Ankorɛankorɛ bɛtumi de asɛm abɛto amanaman asɛnnibea pɛ']",A,international_law,B) Ankorɛankorɛ nya amanaman mmara su a hyeɛ biara nni ho,0
217,Mpanyinyԑ anaa ahiadeԑ bi wɔ hɔ a ԑfa ɔkwan ahodoɔ a ɔfa so de di asԑm wɔ asomdwoeԑ kwan so?,"['Aane,ԑwɔ sԑ wɔde amanyɔ nhyehyԑeԑ no nyinaa (te sԑ ndi ano, ntam gyina, nhwehwԑmu, ne nkabɔmu) di dwuma ansa na ɔde afa mmara kwan so', 'Mmaara kwan di nkunim wɔ amanyɔsɛm akwan so, esiane sɛ ɛde ɔhyɛ to kuo no so', 'Ndidisoɔ biara nni akwan yi ntam na ɔpɛ no wɔ aman a ɔretwe manso no', 'Ԑyɛ kuo a ɔtɔ so mmiɛnsa a asɛm no ɛnfa no ho no na ɔsi gyina wɔ ɔkwan a ɛbɛnya mpaninyɛ wɔ ɔkwan bi so']",C,international_law,"A) Aane,ԑwɔ sԑ wɔde amanyɔ nhyehyԑeԑ no nyinaa (te sԑ ndi ano, ntam gyina, nhwehwԑmu, ne nkabɔmu) di dwuma ansa na ɔde afa mmara kwan so",0
218,Nsԑm a ԑdi soɔ yi mu bԑn na ԑyԑ nkontompo?,"['Wɔ 1990 mu no, ԑbԑ daa hɔ sԑ ԑwɔ sԑ nsakraeԑ ba Europe asԑnnibea a ԑhwԑ nipa faahie so no efiri sԑ na ԑnhwehwԑ nsԑm bebree mu', 'Wɔ 1990 mu no, ɛbɛyɛɛ pefee sɛ Europe Assenibea a ɛhwɛ nipa faahodie no fa nsakraeɛ mu esiane sɛ na adwuma no adɔɔso', 'Wɔ 1990 mu no, ɛbɛyɛɛ pefee sɛ Europe Assenibea a ɛhwɛ nipa faahodie no fa nsakraeɛ mu esiane sɛ na ɛyɛ asɛnnibea a ɛnyɛ adwuma da mu no nyinaa na wɔntumi ndi nwiinwii bebree a na wɔnsa ka no', 'Wɔ 1990 mu no, ɛbɛyɛɛ pefee sɛ Europe Assenibea a ɛhwɛ nipa faahodie no fa nsakraeɛ mu esiane sɛ na nipa dodoɔ a ɛtumi nya kwan ba asɛnnibea no kɔ soro berɛ a aman a ɛka ho no dodoɔ no kɔɔ soro akyi no']",D,international_law,"C) Wɔ 1990 mu no, ɛbɛyɛɛ pefee sɛ Europe Assenibea a ɛhwɛ nipa faahodie no fa nsakraeɛ mu esiane sɛ na ɛyɛ asɛnnibea a ɛnyɛ adwuma da mu no nyinaa na wɔntumi ndi nwiinwii bebree a na wɔnsa ka no",0
219,Pԑpԑԑpԑyԑ asekyerԑ ne sԑn sԑ wode toto ɔpԑ a ԑwɔ hɔ ma ɔman a neho akɔka mu?,"['Ͻman a neho aka mu no bԑtumi de ɔkwan koro ne nhyԑ a deԑ ɔde n’ani asi no so no de di dwuma no', ""Ͻman a neho aka mu no bԑtumi afa ɔkwan biara a ɛhia sɛ ɔbɛbrɛ  deԑ ɔde n’ani asi no so no ase na w'ama n'adi nkoguo"", 'Ͻman a neho aka mu no bԑtumi afa ɔkwan a ɛhia so wɔbɛma deԑ ɔde n’ani asi no so no adi nkoguo', 'Ͻman a neho aka mu no ntumi nyɛ hwee sɛ ahobanbɔ kuo noa annye anto mu a']",C,international_law,B) Ͻman a neho aka mu no bԑtumi afa ɔkwan biara a ɛhia sɛ ɔbɛbrɛ  deԑ ɔde n’ani asi no so no ase na w'ama n'adi nkoguo,0
220,Dԑn ne asaase suahunu gyinaeԑ a ԑwɔ asԑnnie ho?,"['Asԑnnie tumi terԑ asaase so', 'Asɛnnie tumi no wɔ ɛpo kɛseɛ no so', 'Asɛnnie tumi no wɔ hyeɛ mu pɛ', 'Asɛnnie tumi no gyina beaeɛ a mmaratofoɔ no wɔ']",C,international_law,D) Asɛnnie tumi no gyina beaeɛ a mmaratofoɔ no wɔ,0
221,Dԑn ne amanaman mmara farebae a w’ahyԑ ato hɔ?,"['Ammaneԑ, apam ne asԑnnie ho agyinatuo', 'Ammaneɛ, gyidie fapem a ɛfa mmara ne adwenkyerɛ ho', 'apam, ammaneɛ, gyidie fapem a ɛfa mmara ', 'apam, ammaneɛ ne Nhyiamu Kɛseɛ Trimupɔ']",C,international_law,"B) Ammaneɛ, gyidie fapem a ɛfa mmara ne adwenkyerɛ ho",0
222,Mfasoɔ bԑn na ԑwɔ fapem-nsaneԑ a ԑwɔ mmara a ԑfa ԑpo no ho?,"['Fapem nsaneԑ ho nkyerԑho no susu nsuo a ԑwɔ mu deda wɔ aman a ԑwɔ mpoano', 'Fapem nsaneԑ ho nkyerԑho no ho hia paa sɛ wobɛhyehyɛ ɛpo mantam, efisɛ ɛka baabi a wobɛhyɛ ase asusu baabi a mantam biara kɛseɛ bɛyɛ', 'Fapem nsaneԑ ho nkyerԑho no ho hia paa ma ahyɛn a ɛfa ɛpo kɛseɛ no so bɛtumi afa mu a ɔhaw biara mma ho', 'Wɔtwerɛ fapem nsaneԑ no wɔ nsɛm a ɛfa ɛpo hyɛ a yɛɛte so a ɛwɔ amn a ɛredi ahyia no ntam wɔ amanaman asɛnnibea anim']",B,international_law,"B) Fapem nsaneԑ ho nkyerԑho no ho hia paa sɛ wobɛhyehyɛ ɛpo mantam, efisɛ ɛka baabi a wobɛhyɛ ase asusu baabi a mantam biara kɛseɛ bɛyɛ",1
223,Nsonsonoeԑ bԑn na ԑda mpatayԑ ne ntamgyinayԑ mu?,"['Nkabɔmu yԑ adeԑ a ԑtoa ntamgyinayԑ mu na nsonsonoeԑ a ԑda ntam no sԑ nkambɔmu ԑso aba a ɔhyԑ da ho , nanso ntamgyinyԑ ԑnnyԑ saa', ""Nkabɔmu yɛ adeɛ a wɔn a wɔgyina UN ɔsoafoɔ panin n'anan mu na ɛtumi yɛ, na ntamgyinyɛ yɛ adeɛ a aman a ɔtɔ so mmiɛnsa mpaninfoɔ tumi yɛ"", ""Nipa a kuo no nyinaa agye ato mu na otumi yɛ ntamgyinafoɔ, na nkabomu deɛ ɛho hia adwumakuo, a ɛbɛkɔso ahwehwɛ mansotwe no mu wɔ ɔkwan a ntɛnkyea biara nni ho na w'asusu kwan a wɔbɛfa so asiesie"", 'Nkabom yɛ kwan a wɔde sisie manso a wɔdi akyiri esiane adepa a ɛwɔ apam mu, na ntamginayɛ nɛtumi akɔso wɔ kwan a ɛfata wɔ tebea soronko bi ho']",C,international_law,"C) Nipa a kuo no nyinaa agye ato mu na otumi yɛ ntamgyinafoɔ, na nkabomu deɛ ɛho hia adwumakuo, a ɛbɛkɔso ahwehwɛ mansotwe no mu wɔ ɔkwan a ntɛnkyea biara nni ho na w'asusu kwan a wɔbɛfa so asiesie",1
224,"Wɔ Osman ne UK (1998) mu no, Europe Asԑnnibea de nsɔhwԑ bi too dwa, a ԑbԑtumi de asodie papa bi ato ɔman no so. Deԑ ԑdi soɔ yi mu bԑn na ԑnka Osman nsɔhwԑ no ho?","['Ԑwɔ sԑ ɔhaw no firi deԑ ɔreyԑ adeԑ ama ɔman no', 'Sɛ ɔhaw a ɛda hɔ kann ne ɔhaw a ɛtumi si animuanimu yaa (wɔ owuo hoɛ epira ho) ', 'Ԑwɔ sɛ ɔman tu anamɔn a nteaseɛ wɔ mu sɛ wɔbɛsi owuoɛ epira ho kwan sɛ ɛbesi', 'ɔman nim anaasɛ ɛwɔ sɛ anka ɔman no nim']",A,international_law,B) Sɛ ɔhaw a ɛda hɔ kann ne ɔhaw a ɛtumi si animuanimu yaa (wɔ owuo hoɛ epira ho),0
225,Hwana na ɔwɔ ho tumi sԑ ɔgye adwenkyerԑ firi ICJ no nkyԑn?,"['Gye afa a ԑsom bo wɔ UN no mu pԑ wɔbԑtumi abisa afutuo ho adwenekyerԑ (Ahobanmmɔ kuo, Nhyiamu kԑseԑ, ECOSOC, Kuo a wɔde biribi ahyԑ wɔn nsa, Asoeԑ)', 'Amanaman kuo nyinaa bɛtumi apɛ afutuo ho adwenekyerɛ', ""Nhyiamu kɛseɛ no ne Ahobammɔ kuo no tumi pɛ afutuo ho adwenekyerɛ wɔ mmaransɛm asɛmmisa biara, na 'afa a ɛwɔ Amanaman Nkabom Kuo no ne nnwumakuo soronko, a berɛ biara no wotumi nya tumi firi Nhyiamu Kɛseɛ no hɔ, nso bɛtumi apɛ afutuo ho adwenekyerɛ wɔ Asɛnnibea no hɔ fa mmaransɛm nsɛmmisa a efiri nnwuma a wɔyɛ no mu'"", 'Afa a ԑsom bo wɔ UN no mu bԑtumi abisa afutuo ho adwenekyerԑ ɛne aman a Nhyiamu kɛseɛ no ama wɛn tumi']",C,international_law,"C) Nhyiamu kɛseɛ no ne Ahobammɔ kuo no tumi pɛ afutuo ho adwenekyerɛ wɔ mmaransɛm asɛmmisa biara, na 'afa a ɛwɔ Amanaman Nkabom Kuo no ne nnwumakuo soronko, a berɛ biara no wotumi nya tumi firi Nhyiamu Kɛseɛ no hɔ, nso bɛtumi apɛ afutuo ho adwenekyerɛ wɔ Asɛnnibea no hɔ fa mmaransɛm nsɛmmisa a efiri nnwuma a wɔyɛ no mu'",1
226,Dԑn ne mfasoɔ a ԑwɔ wiase afana nyinaa asԑnnie?,"['Ne botaeԑ ne sԑ wɔbԑma mmaratoɔ bi ayԑ ade koro wɔ wiase mu nyinaa', 'Ne botaeԑ ne sԑ wɔbԑma amanaman mmaratoɔ bi ɛnsi koraa', 'Ne botaeԑ ne sԑ wɔde asɛnnibea tumi bɛma aman sɛ wɔhwɛ mmaratoɔ soronko bi a', 'Ne botaeԑ ne sԑ wɔde asɛnnibea tumi bɛma aman sɛ wɔhwɛ amanaman mmaratoɔ a']",C,international_law,A) Ne botaeԑ ne sԑ wɔbԑma mmaratoɔ bi ayԑ ade koro wɔ wiase mu nyinaa,0
227,So ɔman n’afa no nneԑyԑ no nyinaa da ɔman no so wɔ mmara a ԑwɔ amanaman asԑdeԑ no mu?,"['Wɔbԑfa ɔman fa biara mmɔdenmmɔ sԑ adeԑ a ɔman no ankasa na ayԑ, mpo wɔ berԑ a nneyԑ no nyԑ adeԑ a na ɔman no ama ho kwan', 'Gye nneyɛ a wɔn a wɔyɛ mpaninfoɔ wɔ aban wɔ ɔman no mu na wobɛtumi de ahyɛ no', ""Wɔbɛfa ɔman fa nneyɛ biara sɛ adeɛ a ɔman no na w'ayɛ sɛ wofa no sɛ ɛyɛ intra vires a"", 'Gye nneyɛ a ɔne ɔmanpanin no yɛ adwuma wɔ ɔman mu na wɔbԑfa no sɛ ɛyɛ ɔman no a no nneyɛ']",A,international_law,"A) Wɔbԑfa ɔman fa biara mmɔdenmmɔ sԑ adeԑ a ɔman no ankasa na ayԑ, mpo wɔ berԑ a nneyԑ no nyԑ adeԑ a na ɔman no ama ho kwan",1
228,"Sԑ wɔfa Vienna Nhyiamu a ԑwɔ mmara a ԑwɔ apam mu a otwa no tiawa sԑ VCLT a, dԑn ne ‘apam’ ?","['apam yԑ nnyetomu a aman, amanaman kuo, ne wɔn a wɔnnyԑ aban (te sԑ nnwumakuo) agye ato mu', ""apam yԑ nnyetomu a ɛkɔ so wɔ aman ntam na w'atwerɛ ato hɔ na amanaman mmara na ɛhwɛ so"", ""apam yԑ nnyetomu a w'atwerɛ ne deɛ wɔde ano aka a ɛda aman ntam"", ""apam yԑ nnyetomu a ɛkɔ so wɔ aman ntam na w'atwerɛ ato hɔ na amanaman anaa kuro no mu a mmara na ɛhwɛ so""]",B,international_law,"A) apam yԑ nnyetomu a aman, amanaman kuo, ne wɔn a wɔnnyԑ aban (te sԑ nnwumakuo) agye ato mu",0
229,Dԑn na ԑfiri Europe Nipa Faahodie Asԑnnibea wɔ Al-Adsani asԑm no mu baaԑ?,"['Asԑnnibea no sɔɔ mu sԑ no di akwanya a ԑwɔ hɔ sԑ yԑde bɔne bԑfiri so', ""Asԑnnibea no sɔɔ mu sԑ bɔne fafiri wɔ tumi kyɛn faahodie a nipa biara wɔ sɛ wɔbɛbu n'atɛn tenenee"", ""Asԑnnibea no sɔɔ mu sԑ ɛnni sɛ bɔne fafiri ne faahodie a nipa biara wɔ sɛ wɔbɛbu n'atɛn tenenee no nya ntawantawa biara"", 'Asԑnnibea no sɔɔ mu sԑ nipa faahodie adwennwene wɔ tumi kyɛn mmara biara a ɛne no bɔ abira wɔ amanaman mmara mu, ɛmpo bɔne fafiri bebree']",C,international_law,B) Asԑnnibea no sɔɔ mu sԑ bɔne fafiri wɔ tumi kyɛn faahodie a nipa biara wɔ sɛ wɔbɛbu n'atɛn tenenee,0
230,Ͻkwan bԑn na Badinter Asoeԑ no de hyԑԑ Yugoslav aman no?,"['Kuo no pԑԑ awerԑhyԑmu bi na watumi de mmansotwe abrԑ ICJ no', 'Kuo no pԑԑ sɛ wɔbɛsesa hyeɛ no', 'Kuo no pԑԑ awerԑhyԑmu bi wɔ nipa faahodie ne kabimamenkabi ho', 'Kuo no pԑԑ sɛ abusuakuo nipadɔm bɛdi nsesa']",C,international_law,C) Kuo no pԑԑ awerԑhyԑmu bi wɔ nipa faahodie ne kabimamenkabi ho,1
231,Ԑkwan bԑn so na ԑwɔ sԑ wɔkyerԑ apam ase?,"['Ԑwɔ sԑ wɔkyerԑ apam mu wɔ gyidie pa mu wɔ nkyerԑaseԑ a wɔde ama asԑm a ԑfa apam no ho sԑ wohwԑ deԑ ԑyԑ ne no botaeԑ a', ""Ԑwɔ sԑ wɔde nsɛm n'asekyerɛ no pɛ na ɛkyerԑ apam ase"", 'Ԑwɔ sԑ wɔkyerԑ apam mu wɔ trimupɔ a na kuo no wɔ, a ɛda adi wɔ adwuma a wɔyɛ de siesie apam no', 'Ԑwɔ sԑ wɔkyerԑ apam mu wɔ ne su ne no boate pɛ ho']",A,international_law,A) Ԑwɔ sԑ wɔkyerԑ apam mu wɔ gyidie pa mu wɔ nkyerԑaseԑ a wɔde ama asԑm a ԑfa apam no ho sԑ wohwԑ deԑ ԑyԑ ne no botaeԑ a,1
232,Berԑ bԑn na aman a ԑwɔ mpoano no de wɔn mmara a ԑfa amumuyԑfoɔ asԑnnie no di dwuma wɔ ahyԑn a efiri aman foforɔ so wɔ wɔn nsuhyԑn gyinabea?,"['Suhyɛnbea aman no ntae nhyɛ wɔn mmratoɔ asɛnnie a ɛfa mmratoɔ a ɛnha wɔn mmara anaasɛ ɛbɛsɛe asomdwoe ne badwam pɛpɛɛpɛyɛ', 'Suhyɛnbea aman no de wɔn asɛnnie tumi no de dwuma wɔ nsɛm nyinaa  a ɛfa ahyɛn a ɛyɛ asoɔden no', 'Suhyɛnbea aman no de wɔn asɛnnie tumi no de dwuma wɔ mmaratoɔ a ano ɛyɛ den paa te sɛ nnubɔne a wɔde sie tu kwan', 'Suhyɛnbea aman no nni ho kwan sɛ wɔde wɔn asɛnnie tumi no di dwuma wɔ ɛhyɛn biara ɛyɛ ɔman foforɔ bi deɛ']",A,international_law,C) Suhyɛnbea aman no de wɔn asɛnnie tumi no de dwuma wɔ mmaratoɔ a ano ɛyɛ den paa te sɛ nnubɔne a wɔde sie tu kwan,0
233,Dԑn ne mfasoɔ a ԑwɔ tirimupɔ a ԑwɔ UN Nnipa dodoɔ Nhyiamu no mu sԑ wohwԑ sԑ ԑyԑ ‘farebae’ma amanaman mmara?,"['Wɔfa GA trimupɔ no sɛ farebae foforɔ ma amanaman mmara enti ɛyɛ nhyɛ ma aman', 'GA trimupɔ no te sɛ apam', 'GA trimupɛ no da ammamerɛ mmara adi daa', 'GA trimupɔ no sɛ farebae bi a wotumi hu, wɔ ɛkwan bi so sɛ ɛtumi kyerɛkyerɛ nsɛm a ɛfa amammerɛ mmara ho']",D,international_law,"D) GA trimupɔ no sɛ farebae bi a wotumi hu, wɔ ɛkwan bi so sɛ ɛtumi kyerɛkyerɛ nsɛm a ɛfa amammerɛ mmara ho",1
234,"apam kyekyere aman a ԑtɔ so mmiԑnsa, tesԑ kuo a ԑnnyԑ aman?","['apam de faahodie brɛ aman a ɛtɔ so mmiɛnsa', 'apam de asodie ne faahodie brɛ aman a ɛtɔ so mmiɛnsa', 'Nkyeatoɛ mfa asodie anaa faahodie biara mbrɛ aman a ɛtɛ so mmiɛnsa berɛ a wɛnnim ho nyansa biara', 'apam mfa asodie anaa faahodie biara mbrɛ aman a ɛtɔ so mmiɛnsa, sɛ ɛmpo ɔgye to mu akyiri a']",C,international_law,"D) apam mfa asodie anaa faahodie biara mbrɛ aman a ɛtɔ so mmiɛnsa, sɛ ɛmpo ɔgye to mu akyiri a",0
235,Afa a ԑdi soɔ yi mu dԑn na ԑnnyԑ nnipa faahodie a w’ate ne ho?,"['Ɔfa 3', 'Ɔfa 8', 'Ɔfa 9', 'Ɔfa 11']",A,international_law,C) Ɔfa 9,0
236,Twaka bɛn na ɛda amanaman mmara farebae no ho?,"['Amansan mmara farebae no yɛnhyehyɛɛ no nnidisoɔ?', 'Apam di mu sene ammaneɛ', 'Amanneɛ di mu sene apam', 'Nnyinasosɛm a ɛfa mmara nyinaa ho no di mu sene amanneɛ ne apam']",A,international_law,D) Nnyinasosɛm a ɛfa mmara nyinaa ho no di mu sene amanneɛ ne apam,0
237,Mfasoɔ bɛn na UNSC Agyinasie 678 wɔ wɔ dodoɔ ahobanbɔ anammɔntuo a ɛhyɛ Article 51 UN nhyehyɛeɛ a ɛkɔɔ so wɔ Gulf ako mmerɛ mu no so?,"['Agyinasie 678 boa maa aman a wɔaka wɔn ho abɔ mu de akodeɛ tu Iraq so sa', 'Agyinasie 678 sua sene ankasa ho ahobanbɔ fawohodie a ɛhyɛ Article 51 UN nhyehyɛeɛ no ase no', 'Na Agyinasie 678 mu yɛ hare sɛ nipa bɛgye ato mu na wɔadi ho anobabaeɛ', 'Na Agyinasie mu terɛ ɛfiri sɛ na ɛma ho kwan ma wɔde ɛhyɛ to asɛm biara ɛka asomdwoeɛ ne ahobanbɔ hyɛ wɔ Gulf mantam no so']",D,international_law,B) Agyinasie 678 sua sene ankasa ho ahobanbɔ fawohodie a ɛhyɛ Article 51 UN nhyehyɛeɛ no ase no,0
238,Twaka bɛn na ɛda amaneɛ mmara ne apam nhyɛhyɛeɛ mu?,"['Wɔtumi de apam hyehyɛ mmara a wɔnya firi amanneɛ mu', 'Ammaneɛ mmara yɛ farebae foforɔ ma amansan mmara, ɛnna wɔntumi mfa nhyɛ apam mu', 'Apam tuimi 1) hyehyɛ amanneɛ, 2) ɛtumi ma mmara a wɔnya firi amanneɛ mu no tintim, 3) ɛbue kwan ma mmara a wɔnya firi amanneɛ mu', 'Yɛnya amanneɛ mmara firi amanaman apam kakraa bi mu']",C,international_law,"C) Apam tuimi 1) hyehyɛ amanneɛ, 2) ɛtumi ma mmara a wɔnya firi amanneɛ mu no tintim, 3) ɛbue kwan ma mmara a wɔnya firi amanneɛ mu",1
239,Sɛ yɛka sɛ ɔman bi de ne ho a na aseɛ ne sɛn?,"['Ɛkyerɛ sɛ aman nyinaa agye no ato mu', 'Ɛkyerɛ sɛ saa ɔman tumi ne aman foforɔ kɔ apam ɛnna ɔtumi de ne ho kɔdɔm amansan ku baatan UN', 'Ɛkyerɛ sɛ saa ɔman no wɔ fawohodie a ɔtumi de toto ne nnoɔma a obiara ntumi nhyɛ no', 'Ɛkyerɛ sɛ ɔman no wɔ tumi a ɔde bɔ ne ho ban']",C,international_law,C) Ɛkyerɛ sɛ saa ɔman no wɔ fawohodie a ɔtumi de toto ne nnoɔma a obiara ntumi nhyɛ no,1
240,Deɛn ne dumadie ho nnyetomu?,"['Nnyetomu yɛ dwumadie na mmom ɛnnyɛ tumi', 'Nnyetomi di akɔneaba wɔ aman mmienu ntam', 'Nnyetomu fa nkrataasɛm pɔtee bi ho na mmom ɛmfa ɔman bi amanyɔsɛm nnaadie ho', 'Nnyetomu fa aban no ho, na mmom ɛnnyɛ ɔman no']",C,international_law,B) Nnyetomi di akɔneaba wɔ aman mmienu ntam,0
241,Deɛn ne amannyɔeɛ nkyerɛkyerɛ?,"['Amannyɔeɛ nkyerɛkyerɛ gyina hɔ sɛ aman nneyɛɛ nyinaa boro asotwe so', 'Amannyɔeɛ nkyerɛkyerɛ gyina hɔ sɛ atɛmmuo fa bɔne bi a wɔsusu sɛ ɔman bi adi no wɔ ɔman mpanimfoɔ no na mmom ɛnnyɛ nsɛnnibea no', 'Amannyɔeɛ nkyerɛkyerɛ gyina hɔ sɛ nsɛnnibea gyina yie sɛ wɔbua bɔne bi a wɔsusu sɛ ɔman no ayɛ', 'Amannyɔeɛ nkyerɛkyerɛ yɛ mmara ho adeɛ ɛma nsɛnnibea ho kwan ma wɔde amansan nneyɔeɛ ho banbɔ ma aman foforɔ']",B,international_law,D) Amannyɔeɛ nkyerɛkyerɛ yɛ mmara ho adeɛ ɛma nsɛnnibea ho kwan ma wɔde amansan nneyɔeɛ ho banbɔ ma aman foforɔ,0
242,Sɛn na wɔda wiaseman fekuo no adi?,"['Amansan fekuo no su nam efie mmara ntotoeɛ tɔɔtee no so', 'Amansan fekuo no kura aman akuokuo a wɔwɔ tumi ne amansan akuo afoforɔ a wɔn mu atete wɔ tumi nhyehyɛeɛ mu', 'Basabasayɔ wɔ amansan fekuo no mu a tumidie nhyehyɛeɛ biara nni mu', 'Amansan fekuo su no sɛ wiase mu aman a wɔwɔ tumi no deɛ no']",B,international_law,B) Amansan fekuo no kura aman akuokuo a wɔwɔ tumi ne amansan akuo afoforɔ a wɔn mu atete wɔ tumi nhyehyɛeɛ mu,1
243,Akwansideɛ bi wɔ amanneɛ mmarato nnyetomu wɔ borɔfo mmara ase no mu?,"['Akwansideɛ biara nni amanneɛ mmarato nnyetomu no ho', 'Ɛwɔ sɛ amanneɛ mmarato no wɔ amanaman apam ase ansa na wɔagye atom', 'Nsɛnnibea wɔ fawohodie sɛ wɔgye amanneɛ mmarato mu ka fie deɛ no ho', 'Asɛm no nnyɛ traa na mmom ɛbɛhia mmarahyɛbadwam mmara']",D,international_law,B) Ɛwɔ sɛ amanneɛ mmarato no wɔ amanaman apam ase ansa na wɔagye atom,0
